userAgent,anomaly_score,log_total_calls,out_degree,entropy,max_call
aws-cli/1.14.44 Python/3.6.5 Linux/4.15.0-1023-aws botocore/1.8.48,1.1355488,3.218876,13.0,2.217435,7.0
Boto3/1.7.75 Python/3.6.5 Linux/4.15.0-1015-gcp Botocore/1.10.75,1.1330221,5.4467373,56.0,3.9112358,12.0
Boto3/1.4.4 Python/2.7.12 Linux/4.4.0-79-generic Botocore/1.5.80,1.1235476,5.9532433,42.0,3.4578376,28.0
aws-cli/2.0.50 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/iam.get-policy,1.1193365,0.6931472,1.0,0.0,1.0
Boto3/1.14.43 Python/2.7.16 Linux/4.19.0-kali5-amd64 Botocore/1.17.43,1.1180557,6.347389,51.0,3.6307309,32.0
Boto3/1.4.4 Python/2.7.13 Darwin/15.6.0 Botocore/1.5.56,1.1047274,5.902633,42.0,3.4089031,28.0
Boto3/1.7.55 Python/2.7.15 Linux/4.16.0-kali2-686-pae Botocore/1.10.55,1.0974598,5.575949,34.0,3.1093702,30.0
aws-sdk-go/1.15.41 (go1.11; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.11.8,1.0914556,2.9957323,10.0,2.1597314,4.0
apigateway.amazonaws.com,1.0907489,7.5637197,36.0,3.326501,125.0
Boto/2.10.0 (darwin),1.0899456,4.7957907,11.0,2.313723,19.0
aws-cli/2.0.50 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/iam.get-policy-version,1.0895665,0.6931472,1.0,0.0,1.0
aws-sdk-go/1.8.7 (go1.7.4; darwin; amd64),1.0883845,1.0986123,1.0,0.0,2.0
Boto3/1.4.2 Python/2.7.13+ Linux/4.9.0-3-amd64 Botocore/1.5.19,1.0829971,8.14642,1.0,0.0,3450.0
aws-cli/2.0.37 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/iam.get-policy-version,1.0792084,0.6931472,1.0,0.0,1.0
Boto3/1.9.145 Python/3.7.4 Darwin/18.7.0 Botocore/1.12.240,1.0774328,7.7341213,80.0,4.165012,64.0
Boto3/1.7.48 Python/3.5.3 Linux/4.9.0-9-amd64 Botocore/1.10.48,1.0646245,6.4264884,116.0,3.5967252,34.0
Boto3/1.9.145 Python/3.7.3 Linux/4.15.0-55-generic Botocore/1.12.200,1.0639678,7.6425242,82.0,4.216121,64.0
aws-cli/1.15.45 Python/2.7.12 Linux/4.4.0-66-generic botocore/1.10.45,1.0630734,6.037871,19.0,1.3323506,289.0
aws-sdk-ruby2/2.9.11 ruby/2.3.3 x86_64-darwin15,1.0615392,5.09375,27.0,3.0953565,13.0
aws-cli/1.14.44 Python/3.6.7 Linux/4.18.0-18-generic botocore/1.8.48,1.0550435,3.5553482,12.0,2.3639212,6.0
aws-cli/1.16.289 Python/3.6.8 Linux/4.9.184-linuxkit botocore/1.13.25,1.0495361,1.3862944,3.0,1.0986123,1.0
aws-cli/1.16.62 Python/2.7.12 Linux/4.15.0-36-generic botocore/1.12.52,1.0474858,2.3025851,6.0,1.6769878,3.0
aws-cli/1.15.21 Python/2.7.10 Darwin/18.6.0 botocore/1.10.21,1.0452707,2.8903718,13.0,2.476247,3.0
aws-cli/2.0.38 Python/3.7.7 Windows/10 exe/AMD64 command/iam.get-policy-version,1.0451827,0.6931472,1.0,0.0,1.0
Boto3/1.9.20 Python/2.7.15 Linux/4.16.0-kali2-amd64 Botocore/1.12.20,1.0435439,7.0457764,71.0,3.7788873,120.0
aws-cli/2.0.41 Python/3.7.3 Linux/5.2.0-kali3-amd64 exe/x86_64.kali.2019 command/iam.get-policy-version,1.0433477,1.0986123,1.0,0.0,2.0
aws-cli/2.0.50 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/iam.get-policy-version,1.0403606,0.6931472,1.0,0.0,1.0
aws-cli/1.15.45 Python/2.7.9 Windows/8 botocore/1.10.45,1.0399128,0.6931472,1.0,0.0,1.0
aws-cli/1.14.66 Python/2.7.10 Darwin/17.7.0 botocore/1.9.19,1.0399036,2.3978953,7.0,1.8866968,2.0
aws-cli/2.0.52 Python/3.7.4 Darwin/18.7.0 exe/x86_64 command/iam.get-policy-version,1.037868,0.6931472,1.0,0.0,1.0
aws-cli/1.18.32 Python/3.6.11 Linux/5.7.19-gentoo botocore/1.17.31,1.0346633,0.6931472,1.0,0.0,1.0
Boto3/1.4.2 Python/2.7.14 Linux/4.13.0-1-amd64 Botocore/1.5.19,1.0307629,8.070594,1.0,0.0,3198.0
aws-cli/1.11.66 Python/2.7.13 Darwin/16.6.0 botocore/1.5.29,1.0299875,4.919981,40.0,3.163086,31.0
aws-cli/2.0.42 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/ec2.describe-instances,1.0199937,0.6931472,1.0,0.0,1.0
aws-cli/2.0.51 Python/3.7.7 Windows/10 exe/AMD64 command/iam.get-policy-version,1.0181882,0.6931472,1.0,0.0,1.0
aws-cli/2.0.50 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/apigateway.get-stages,1.0174546,0.6931472,1.0,0.0,1.0
aws-cli/1.18.5 Python/3.7.6 Darwin/19.3.0 botocore/1.15.5,1.0165372,3.713572,4.0,0.7439637,31.0
aws-cli/1.14.67 Python/3.6.5 Darwin/15.6.0 botocore/1.9.20,1.0100038,4.317488,28.0,2.9610076,16.0
aws-cli/2.0.44 Python/3.7.3 Linux/5.4.0-26-generic exe/x86_64.linuxmint.20 command/lambda.get-policy,1.0065116,0.6931472,1.0,0.0,1.0
Boto3/1.5.36 Python/2.7.12 Linux/4.9.75-linuxkit-aufs Botocore/1.8.50,0.995592,7.4295206,1.0,0.0,1684.0
aws-cli/1.18.128 Python/3.8.5 Linux/4.19.76-linuxkit botocore/1.17.51,0.99407613,2.944439,9.0,2.1972246,2.0
aws-cli/1.16.106 Python/2.7.15+ Linux/4.20.12-14517-generic botocore/1.12.96,0.99306357,5.8777356,1.0,0.0,356.0
aws-sdk-nodejs/2.58.0 linux/v4.2.6 callback,0.9891962,5.5333896,27.0,3.0260353,14.0
aws-cli/1.18.26 Python/3.7.7 Linux/5.4.0-kali4-amd64 botocore/1.15.26,0.9888079,3.0910425,14.0,2.4383643,5.0
aws-cli/1.8.13 Python/2.7.10 Darwin/16.7.0,0.98848,2.5649493,10.0,2.2538576,2.0
Boto3/1.7.4 Python/3.6.7 Linux/4.15.0-47-generic Botocore/1.10.4,0.98793477,6.7923446,300.0,5.092182,62.0
Boto3/1.14.28 Python/3.8.5 Linux/5.8.0-kali1-amd64 Botocore/1.17.28,0.9839821,8.52536,223.0,5.405098,44.0
aws-cli/1.16.127 Python/3.6.0 Windows/10 botocore/1.12.117,0.98365825,4.0430512,14.0,2.2127895,20.0
aws-cli/1.16.190 Python/3.7.3 Darwin/16.7.0 botocore/1.12.180,0.97878563,4.564348,26.0,3.040933,8.0
aws-cli/1.15.66 Python/2.7.15 Linux/4.4.0-53329-Microsoft botocore/1.10.65,0.97809464,0.6931472,1.0,0.0,1.0
aws-cli/1.16.139 Python/3.6.9 Linux/5.4.0-45-generic botocore/1.12.141,0.97423995,3.9512436,9.0,1.7387861,16.0
aws-cli/1.16.200 Python/3.7.4 Darwin/18.7.0 botocore/1.12.190,0.97400844,2.0794415,2.0,0.4101163,6.0
aws-cli/1.18.103 Python/3.8.4 Darwin/19.6.0 botocore/1.17.26,0.971261,5.351858,47.0,3.297055,37.0
aws-cli/1.18.146 Python/3.6.7 Linux/4.6.0-kali1-amd64 botocore/1.18.5,0.9700395,2.9957323,12.0,2.3056574,4.0
aws-cli/1.16.147 Python/3.7.1 Windows/10 botocore/1.12.137,0.9682104,5.4161005,22.0,1.7998983,130.0
aws-cli/1.11.178 Python/2.7.12 Linux/4.10.0-37-generic botocore/1.7.36,0.9609558,3.8918202,16.0,1.9058919,25.0
Boto3/1.7.48 Python/3.6.8 Linux/4.18.0-80.11.2.el8_0.x86_64 Botocore/1.10.48,0.9608177,2.8332133,15.0,2.6859453,2.0
aws-cli/1.10.58 Python/2.7.11 Darwin/15.3.0 botocore/1.4.60,0.9571721,3.7841897,23.0,2.932904,6.0
aws-cli/2.0.50 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/iam.list-entities-for-policy,0.955761,0.6931472,1.0,0.0,1.0
aws-cli/1.15.61 Python/3.6.6 Linux/4.16.0-kali2-amd64 botocore/1.10.60,0.95510453,6.418365,41.0,3.2543352,75.0
AWSPowerShell/3.3.563.1 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.53329.0 WindowsPowerShell/5.0 ClientSync,0.9536124,5.2574954,3.0,0.7221837,96.0
Boto3/1.4.6 Python/2.7.13 CYGWIN_NT-10.0/2.8.0(0.309/5/3) Botocore/1.6.2,0.9533905,6.156979,50.0,3.6489046,28.0
aws-cli/1.16.52 Python/3.6.7 Linux/4.4.0-53329-Microsoft botocore/1.12.42,0.94852257,2.8332133,13.0,2.5126584,2.0
aws-cli/2.0.37 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/lambda.get-policy,0.94802994,1.0986123,1.0,0.0,2.0
[aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120],0.9462674,4.2341065,11.0,1.4828268,42.0
aws-sdk-go/1.7.9 (go1.8; linux; amd64),0.9457885,1.609438,1.0,0.0,4.0
aws-cli/2.0.36 Python/3.7.3 Linux/5.7.0-kali1-amd64 exe/x86_64.kali.2020 command/ec2.describe-instances,0.9419476,0.6931472,1.0,0.0,1.0
aws-cli/1.11.158 Python/2.7.10 Darwin/17.3.0 botocore/1.8.12,0.9411022,0.6931472,1.0,0.0,1.0
aws-cli/1.11.190 Python/3.6.4 Darwin/16.3.0 botocore/1.7.48,0.93981737,4.7184987,30.0,2.7062347,24.0
aws-cli/1.16.139 Python/2.7.15rc1 Linux/4.15.0-20-generic botocore/1.12.129,0.93725914,1.0986123,1.0,0.0,2.0
aws-cli/1.10.59 Python/2.7.10 Darwin/16.6.0 botocore/1.4.49,0.9364337,3.465736,22.0,2.9977567,3.0
aws-cli/1.16.102 Python/2.7.16 Linux/4.14.133-113.112.amzn2.x86_64 botocore/1.12.92,0.93454754,6.0980744,3.0,0.65040743,302.0
aws-cli/2.0.54 Python/3.8.5 Darwin/18.7.0 source/x86_64 command/iam.list-attached-user-policies,0.93341553,0.6931472,1.0,0.0,1.0
aws-cli/1.11.74 Python/2.7.10 Darwin/16.6.0 botocore/1.5.37,0.92479753,3.0910425,10.0,2.0159826,7.0
aws-cli/2.0.0dev3 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev2,0.9109908,4.9272537,12.0,0.9872686,102.0
aws-cli/1.16.47 Python/2.7.13 Linux/4.16.0-3rodete1-amd64 botocore/1.12.37,0.910529,0.6931472,1.0,0.0,1.0
aws-cli/1.11.139 Python/3.6.3 Linux/4.13.0-38-generic botocore/1.6.6,0.90519947,4.744932,26.0,2.6480827,30.0
aws-cli/1.16.300 Python/2.7.16 Linux/4.14.177-139.254.amzn2.x86_64 botocore/1.13.36,0.9010664,5.26269,22.0,1.774105,111.0
Boto3/1.4.6 Python/2.7.17 Linux/4.9.184-linuxkit Botocore/1.13.28,0.8848942,6.061457,43.0,3.3730726,32.0
aws-cli/1.11.63 Python/2.7.12+ Linux/4.10.0-607186rc8-lowlatency botocore/1.5.26,0.87714297,5.1119876,18.0,1.9869153,64.0
aws-cli/1.16.96 Python/2.7.15+ Linux/4.15.0-54-generic botocore/1.12.86,0.87455606,3.8501475,3.0,1.024296,22.0
aws-cli/2.0.0 Python/3.7.3 Linux/4.4.0-039049-Microsoft botocore/2.0.0dev4,0.871553,0.6931472,1.0,0.0,1.0
"[S3Console/0.4, aws-internal/3]",0.8695904,4.5108595,14.0,2.1836843,35.0
aws-cli/1.15.9 Python/3.6.3 Darwin/16.7.0 botocore/1.10.9,0.86227953,0.6931472,1.0,0.0,1.0
aws-cli/1.16.52 Python/3.6.0 Windows/7 botocore/1.12.42,0.8613921,1.3862944,2.0,0.6365142,2.0
aws-cli/1.16.234 Python/2.7.15 Darwin/18.7.0 botocore/1.12.224,0.8613024,4.304065,15.0,1.2597027,53.0
aws-cli/1.11.61 Python/2.7.12 CYGWIN_NT-10.0/2.6.1(0.305/5/3) botocore/1.5.24,0.85921,4.1431346,22.0,2.8057642,11.0
aws-cli/1.10.54 Python/2.7.6 Linux/3.19.0-32-generic botocore/1.4.44,0.85715073,2.8903718,8.0,1.8705689,5.0
aws-cli/1.15.10 Python/2.7.9 Windows/8 botocore/1.10.10,0.85562426,6.322565,106.0,3.5579321,34.0
Boto3/1.12.47 Python/3.7.6 Linux/5.4.0-kali3-amd64 Botocore/1.15.47,0.8521271,5.521461,22.0,2.7504315,32.0
aws-cli/1.11.174 Python/2.7.12 Darwin/16.7.0 botocore/1.7.32,0.8459223,5.7004437,30.0,2.6983526,55.0
aws-cli/2.0.53 Python/3.7.3 Linux/5.7.0-kali3-amd64 exe/x86_64.kali.2020 command/iam.list-attached-user-policies,0.8429744,0.6931472,1.0,0.0,1.0
aws-cli/1.15.31 Python/2.7.14+ Linux/4.14.0-kali3-amd64 botocore/1.10.31,0.8332998,0.6931472,1.0,0.0,1.0
aws-cli/1.16.303 Python/3.6.9 Linux/5.3.0-1017-aws botocore/1.16.12,0.8318668,3.0445225,15.0,2.5536816,4.0
aws-cli/1.18.0 Python/3.6.9 Linux/5.3.0-40-generic botocore/1.15.0,0.8283735,0.6931472,1.0,0.0,1.0
AWSPowerShell/74.36.54.6 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.814599.0 WindowsPowerShell/5.0 ClientSync,0.8273457,2.7725887,8.0,1.7075391,7.0
Boto/2.49.0 Python/2.7.15+ Linux/4.18.0-kali3-amd64,0.82730275,4.5108595,8.0,2.043192,20.0
Boto3/1.7.48 Python/3.7.4 Linux/4.14.165-131.185.amzn2.x86_64 Botocore/1.10.48,0.8271262,4.3820267,17.0,2.088204,16.0
Boto3/1.7.48 Python/3.6.8 Linux/4.4.0-039049-Microsoft Botocore/1.10.48,0.82684624,4.304065,14.0,1.8291231,33.0
aws-sdk-go/1.19.11 (go1.12.2; darwin; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.12.0-dev,0.8246849,3.6109178,8.0,1.7964941,14.0
Boto3/1.4.7 Python/2.7.13 Darwin/16.7.0 Botocore/1.7.38,0.8224889,5.5093884,3.0,0.54653245,192.0
Boto/2.46.1 Python/2.7.13 Darwin/16.5.0,0.81999725,1.609438,1.0,0.0,4.0
aws-sdk-go/1.8.7 (go1.8.1; darwin; amd64),0.8195855,1.609438,1.0,0.0,4.0
aws-cli/1.16.209 Python/3.6.9 CYGWIN_NT-10.0-039049/3.0.7-338.x86_64 botocore/1.12.199,0.81796825,6.070738,38.0,2.717851,160.0
Boto/2.48.0 Python/2.7.12 Linux/4.4.0-128-generic,0.81585383,3.1354942,13.0,2.45257,3.0
aws-cli/1.11.58 Python/2.7.10 Darwin/16.0.0 botocore/1.5.21,0.81362456,3.0910425,14.0,2.4665773,4.0
aws-cli/2.0.54 Python/3.8.5 Darwin/18.7.0 source/x86_64 command/lambda.get-policy,0.8133417,0.6931472,1.0,0.0,1.0
aws-sdk-java/1.11.60 Linux/4.4.0-78-generic Java_HotSpot(TM)_64-Bit_Server_VM/25.131-b11/1.8.0_131,0.8098552,6.961296,34.0,1.7311542,713.0
Boto3/1.11.10 Python/3.7.6 Darwin/19.3.0 Botocore/1.14.10,0.80501574,6.535241,597.0,6.2720323,8.0
aws-cli/1.18.26 Python/3.7.6 Linux/5.4.0-kali3-amd64 botocore/1.15.38,0.80393267,3.3322046,17.0,2.6897273,5.0
Boto3/1.9.165 Python/3.5.2 Linux/4.15.0-55-generic Botocore/1.12.165 Resource,0.80113125,3.465736,19.0,2.897357,2.0
Boto3/1.13.0 Python/3.7.5 Linux/5.3.0-46-generic Botocore/1.16.0,0.79835534,6.9697905,81.0,4.190544,32.0
aws-cli/1.15.40 Python/3.6.5 Darwin/16.7.0 botocore/1.10.40,0.7974456,0.6931472,1.0,0.0,1.0
Boto3/1.7.45 Python/3.6.5 Windows/10 Botocore/1.10.45,0.79739726,3.713572,23.0,3.0997045,2.0
aws-cli/1.16.96 Python/3.6.7 Linux/4.18.0-kali3-amd64 botocore/1.12.92,0.7968274,1.9459101,2.0,0.6365142,4.0
aws-cli/1.16.102 Python/2.7.16 Linux/4.14.154-128.181.amzn2.x86_64 botocore/1.12.92,0.7947822,6.7345915,18.0,0.52128714,759.0
Boto3/1.9.180 Python/3.7.2 Darwin/18.6.0 Botocore/1.12.180,0.7943274,4.905275,10.0,1.6436515,46.0
Boto3/1.14.0 Python/2.7.16 Linux/4.19.0-kali4-amd64 Botocore/1.17.0,0.7929335,5.7930136,34.0,3.096723,32.0
aws-cli/1.16.260 Python/3.7.5 Darwin/18.7.0 botocore/1.12.250,0.7917529,2.7080503,10.0,2.2429733,2.0
Boto3/1.9.155 Python/3.7.3 Linux/4.9.0-5-amd64 Botocore/1.12.155,0.789049,8.000685,61.0,3.6247525,448.0
aws-cli/1.16.120 Python/3.7.4 Darwin/18.6.0 botocore/1.12.110,0.7885521,4.9904327,18.0,2.5793736,22.0
aws-cli/1.16.80 Python/3.7.2 Darwin/18.0.0 botocore/1.12.70,0.7818093,2.5649493,8.0,2.0228086,2.0
aws-cli/1.16.72 Python/3.6.6 Linux/4.15.0-55-generic botocore/1.12.62,0.77629143,3.218876,13.0,2.2538576,8.0
aws-cli/1.16.113 Python/3.7.2+ Linux/4.18.0-kali3-amd64 botocore/1.12.103,0.763399,6.408529,8.0,0.6671355,512.0
aws-cli/1.14.41 Python/2.7.13 Linux/4.9.0-5-amd64 botocore/1.8.45,0.7623114,4.2341065,18.0,2.700102,12.0
aws-cli/1.18.46 Python/3.8.2 Linux/5.5.0-kali2-amd64 botocore/1.17.24,0.7616561,1.7917595,3.0,0.95027053,3.0
aws-cli/2.0.51 Python/3.7.7 Windows/10 exe/AMD64 command/lambda.list-functions,0.761469,0.6931472,1.0,0.0,1.0
Boto3/1.9.210 Python/3.7.6 Linux/5.4.0-kali3-amd64 Botocore/1.12.210,0.76094174,5.42495,19.0,2.64976,32.0
aws-cli/2.0.50 Python/3.7.7 Windows/10 exe/AMD64 command/ec2.describe-snapshots,0.7602245,0.6931472,1.0,0.0,1.0
aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-1069-aws botocore/1.4.70,0.75616103,3.1780539,10.0,2.1858892,4.0
aws-cli/2.0.52 Python/3.7.4 Darwin/18.7.0 exe/x86_64 command/iam.get-policy,0.7556291,0.6931472,1.0,0.0,1.0
aws-cli/2.0.29 Python/3.7.3 Linux/5.5.0-kali2-amd64 botocore/2.0.0dev33,0.7553723,4.9698133,34.0,2.9957068,29.0
aws-cli/1.16.78 Python/3.7.2 Darwin/18.2.0 botocore/1.12.68,0.75409895,5.926926,4.0,0.19729093,360.0
aws-cli/1.15.20 Python/3.6.5 Darwin/16.7.0 botocore/1.10.20,0.75380605,3.9318256,6.0,0.91772026,34.0
Boto3/1.9.145 Python/3.7.2 Linux/4.9.0-9-amd64 Botocore/1.12.208,0.7482252,7.6113477,80.0,4.186191,64.0
aws-cli/1.11.56 Python/3.6.0 Darwin/16.4.0 botocore/1.5.19,0.7464589,4.1431346,28.0,2.7883375,17.0
[Boto3/1.14.51 Python/3.8.5 Linux/4.19.76-linuxkit Botocore/1.17.51],0.7454031,6.410175,23.0,2.5026038,62.0
aws-cli/1.11.170 Python/3.6.2 Linux/4.13.7-1-ARCH botocore/1.7.28,0.7422693,6.902743,6.0,0.27594382,940.0
aws-cli/1.16.226 Python/3.7.4 Darwin/18.7.0 botocore/1.12.216,0.73928463,1.3862944,2.0,0.6365142,2.0
[],0.7380489,4.65396,5.0,1.0720193,57.0
aws-cli/1.10.25 Python/2.7.10 Darwin/15.6.0 botocore/1.4.16,0.7328436,4.0253515,21.0,2.9027243,6.0
aws-cli/1.15.66 Python/3.5.4 Darwin/17.7.0 botocore/1.10.65,0.7327978,0.6931472,1.0,0.0,1.0
Boto3/1.14.32 Python/3.7.6 Linux/5.7.0-kali1-amd64 Botocore/1.17.32,0.73277056,4.465908,10.0,1.6052152,42.0
aws-cli/1.11.122 Python/2.7.10 Darwin/16.6.0 botocore/1.5.85,0.7313511,3.9702919,16.0,2.0744946,24.0
aws-cli/2.0.34 Python/3.7.3 Linux/5.6.0-2parrot1-amd64 botocore/2.0.0dev38,0.7312462,1.3862944,2.0,0.6365142,2.0
aws-cli/1.16.21 Python/3.6.5 Darwin/17.7.0 botocore/1.12.11,0.7305965,1.3862944,2.0,0.6365142,2.0
aws-cli/1.16.292 Python/2.7.17 Linux/5.4.0-2-amd64 botocore/1.13.28,0.7280336,6.5666723,42.0,3.2184525,96.0
aws-cli/1.16.276 Python/3.7.4 Darwin/19.2.0 botocore/1.13.16,0.727026,4.6151204,18.0,1.4454398,69.0
aws-cli/1.16.292 Python/2.7.17 Linux/4.9.184-linuxkit botocore/1.13.28,0.7220164,6.562444,42.0,3.2165089,96.0
Boto3/1.11.7 Python/3.7.5 Linux/5.0.0-36-generic Botocore/1.14.7,0.72140175,6.9255953,81.0,4.214204,32.0
aws-cli/1.16.47 Python/2.7.10 Darwin/18.0.0 botocore/1.12.37,0.71987295,1.3862944,2.0,0.6365142,2.0
aws-cli/1.18.69 Python/3.7.7 Linux/5.6.0-kali1-amd64 botocore/1.16.19,0.71944237,1.0986123,2.0,0.6931472,1.0
[Botocore/1.12.253 Python/3.7.6 Linux/5.4.0-kali4-amd64],0.7149074,5.918894,7.0,1.9459101,53.0
aws-cli/1.18.34 Python/2.7.15+ Linux/5.0.0-32-generic botocore/1.15.34,0.71252847,0.6931472,1.0,0.0,1.0
aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-46-generic botocore/1.8.48,0.7117652,5.8141303,13.0,0.8982389,272.0
Boto3/1.14.51 Python/3.8.5 Linux/4.19.76-linuxkit Botocore/1.17.51 Resource,0.7095048,1.7917595,1.0,0.0,5.0
Boto3/1.10.35 Python/2.7.16 Darwin/19.4.0 Botocore/1.13.35,0.70555663,5.7960577,34.0,3.1037614,32.0
Boto3/1.9.183 Python/3.6.8 Linux/3.10.0-957.21.3.el7.x86_64 Botocore/1.12.183,0.7053439,8.024535,62.0,3.6516466,448.0
aws-cli/1.18.31 Python/3.8.2 Linux/4.9.184-linuxkit botocore/1.15.31,0.70507973,4.94876,15.0,2.4481983,28.0
aws-cli/1.17.0 Python/2.7.17 Linux/5.3.0-kali2-amd64 botocore/1.14.0,0.703231,0.6931472,1.0,0.0,1.0
aws-cli/1.16.140 Python/3.7.3 Darwin/18.5.0 botocore/1.12.130,0.70274186,6.4150968,14.0,0.49710292,556.0
aws-cli/1.16.81 Python/2.7.15 Darwin/19.0.0 botocore/1.12.202,0.7004824,3.6109178,16.0,2.4382098,10.0
aws-cli/1.18.146 Python/3.8.4 Linux/5.7.0-kali1-amd64 botocore/1.18.5,0.7001816,4.317488,33.0,2.526905,34.0
aws-cli/1.16.230 Python/3.7.4 Darwin/17.7.0 botocore/1.12.220,0.69523674,5.241747,32.0,2.3343198,62.0
aws-cli/1.11.118 Python/2.7.10 Darwin/16.6.0 botocore/1.5.81,0.6941863,4.6634393,41.0,3.166507,22.0
aws-cli/1.14.32 Python/3.6.4 Darwin/16.7.0 botocore/1.8.36,0.69343394,1.3862944,2.0,0.6365142,2.0
aws-cli/1.11.57 Python/2.7.6 Linux/3.4.0+ botocore/1.5.20,0.69280803,0.6931472,1.0,0.0,1.0
Boto3/1.7.83 Python/2.7.14+ Linux/4.15.0-kali2-amd64 Botocore/1.10.83,0.69248205,6.363028,58.0,3.7655122,30.0
aws-cli/1.18.79 Python/3.8.2 Linux/5.4.0-40-generic botocore/1.17.2,0.692288,1.3862944,2.0,0.6365142,2.0
aws-cli/1.16.113 Python/3.7.4 Linux/4.9.125-linuxkit botocore/1.12.103,0.6892761,4.905275,8.0,0.77429247,110.0
Boto3/1.9.62 Python/2.7.15 Darwin/18.0.0 Botocore/1.12.62,0.6887551,6.364751,58.0,3.7661083,30.0
aws-cli/1.16.266 Python/2.7.10 Darwin/18.7.0 botocore/1.13.2,0.68772376,3.1780539,17.0,2.6908288,4.0
Boto3/1.14.43 Python/3.6.9 Linux/5.4.0-42-generic Botocore/1.17.43,0.6872763,3.7612002,29.0,3.2755713,4.0
aws-cli/1.16.11 Python/3.6.6 Linux/4.15.0-33-generic botocore/1.12.1,0.6843193,2.7725887,8.0,1.8943121,5.0
aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-29-generic botocore/1.8.48,0.67679566,4.75359,26.0,2.3444355,35.0
aws-cli/1.11.93 Python/2.7.10 Darwin/17.6.0 botocore/1.5.56,0.67610747,0.6931472,1.0,0.0,1.0
aws-cli/1.11.35 Python/2.7.10 Darwin/16.3.0 botocore/1.4.92,0.6742922,2.944439,5.0,1.1945063,9.0
aws-cli/1.16.250 Python/3.7.5 Darwin/18.2.0 botocore/1.12.240,0.6732132,0.6931472,1.0,0.0,1.0
aws-cli/1.15.60 Python/3.7.0 Darwin/16.7.0 botocore/1.10.59,0.67185235,1.0986123,2.0,0.6931472,1.0
Boto3/1.4.4 Python/3.6.1 Windows/7 Botocore/1.5.82 Resource,0.6682178,1.3862944,1.0,0.0,3.0
aws-cli/1.16.292 Python/3.7.3 Linux/4.19.0-6-amd64 botocore/1.13.28,0.666067,0.6931472,1.0,0.0,1.0
aws-cli/1.15.22 Python/2.7.15 Windows/10 botocore/1.10.22,0.6659089,2.7725887,15.0,2.7080503,1.0
aws-cli/1.15.51 Python/2.7.15 Linux/4.16.0-kali2-amd64 botocore/1.10.50,0.66566885,6.22059,38.0,3.03279,75.0
aws-cli/2.0.44 Python/3.7.3 Linux/5.4.0-26-generic exe/x86_64.linuxmint.20 command/apigateway.get-stages,0.6633764,0.6931472,1.0,0.0,1.0
Boto3/1.14.25 Python/3.6.8 Linux/3.10.0-1127.10.1.el7.x86_64 Botocore/1.17.25,0.66335803,1.7917595,5.0,1.609438,1.0
Boto/2.46.1 Python/2.7.15 Darwin/17.7.0,0.663299,1.609438,2.0,0.6931472,2.0
aws-cli/1.15.33 Python/2.7.9 Windows/8 botocore/1.10.33,0.66300285,2.1972246,7.0,1.9061548,2.0
aws-cli/2.0.36 Python/3.7.3 Linux/5.0.0-38-generic exe/x86_64.ubuntu.19 command/iam.get-policy-version,0.66249824,1.609438,1.0,0.0,4.0
aws-cli/1.16.37 Python/3.6.5 Darwin/17.7.0 botocore/1.12.27,0.661298,1.3862944,2.0,0.6365142,2.0
aws-cli/1.16.176 Python/3.7.3rc1 Linux/4.19.0-kali4-amd64 botocore/1.12.166,0.6592897,7.0596175,15.0,0.64065224,1022.0
aws-cli/1.14.60 Python/3.6.4 Darwin/17.4.0 botocore/1.9.13,0.658787,2.5649493,8.0,1.9792045,3.0
Boto3/1.8.4 Python/2.7.15rc1 Linux/4.15.0-33-generic Botocore/1.11.4,0.6553302,6.363028,58.0,3.7655122,30.0
Boto3/1.9.20 Python/2.7.15+ Linux/4.18.0-kali1-amd64 Botocore/1.12.21,0.6543664,6.364751,58.0,3.7661083,30.0
aws-cli/2.0.39 Python/3.7.7 Windows/10 exe/AMD64 command/iam.get-policy,0.6538937,0.6931472,1.0,0.0,1.0
Boto3/1.4.6 Python/2.7.15 Linux/4.16.0-kali2-amd64 Botocore/1.12.25,0.6534149,6.364751,58.0,3.7661083,30.0
[AWSToolkitPackage.VS2015/67.6.49.120 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_6.1.7601_Service_Pack_1 ClientSync],0.65325755,0.6931472,1.0,0.0,1.0
